country,director,genre,rating,title,year
"СССР, Азербайджанская ССР",Гасан Сеидбейли,"драма, комедия, мелодрама",6.9,Цена счастья,1976
Россия,Константин Шелепов,фантастика,4.5,Цензор,2017
США,Фил Олден Робинсон,"боевик, драма, триллер",6.5,Цена страха,2002
"Италия, Франция",Паоло Вирдзи,драма,7.2,Цена человека,2013
США,Эбнер Биберман,Фильм нуар,6.3,Цена страха,1956
США,Мэтью Чепмен,"триллер, мелодрама",6.5,Цена страсти,2011
США,Алан Мецгер,детектив,6.5,Цена справедливости,1987
США,Робер Аллан Акерман,драма,6.0,Цена успеха,"
16 мая 1999"
ПНР,Ванда Якубовская,драма,5.7,Цена одного преступления,1960
США,Микаэль Хофстрём,"триллер, драма, мелодрама",6.6,Цена измены,2005
"США, Великобритания",Майкл Корренте,спортивная драма,6.2,Цена победы,2000
"Франция, Югославия",Ив Буассе,"боевик, фантастика, драма, триллер",6.8,Цена риска,1983
СССР,Григорий Мелик-Авакян,,6.1,Цена возврата,1983
Великобритания,Кен Эннакин,комедийный фильм,5.9,Цена денег,1955
США,Кэтрин Бигелоу,"триллер, боевик",7.4,Цель номер один,2012
"США, Великобритания",Стэнли Кубрик,"военный фильм, драма",8.2,Цельнометаллическая оболочка,1987
"Испания, Италия",Эухенио Мартин,Спагетти-вестерн,6.3,Цена жизни,1966
"Россия, Украина",Николай Ильинский,"детектив, экранизация",6.1,Цена головы,1992
СССР,Анатолий Рыбаков,драма,6.6,Цель его жизни,1957
Россия,Евгений Сокуров,"военный фильм, драма",5.3,Цель вижу,2013
США,Скотт Дж. Джилл,документальный фильм,7.7,Цель — Марс,2007
"Франция, Германия, Великобритания",Эндрю Биркин,драма,7.0,Цементный сад,1993
СССР,Михаил Калик,"драма, экранизация",6.6,Цена,1969
"Великобритания, США",Ричард Дейл (Richard Dale),драма,6.4,Цель — Луна,20 июля 2009
США,Гэри Фледер,триллер,6.6,Целуя девушек,1997
США,Рауль Уолш,"драма, военный",7.3,Цель — Бирма,1945 26 января 1945 1 17 февраля 1945 1 9 марта 1945 1 8 июня 1945 1 2 сентября 1945 1 18 июля 1952 1
СССР,Сергей Никоненко,комедия,6.0,Целуются зори,1978
США,Джин Нельсон,"комедия, музыкальный фильм, мелодрама",5.3,Целуя кузин,1964
США,Роберт Олдрич,"детектив, триллер, нуар",7.5,Целуй меня насмерть,1955
Веймарская республика,Роберт Ланд,драма,6.2,"Целую Вашу руку, мадам",1929
